ID,Duration,StartingHour,Age,Male,Organisation_Type_Academia,Organisation_Type_Business,Organisation_Type_Consulting,Organisation_Type_Government,Organisation_Type_Independent,Organisation_Type_Other,Organisation_Type_Student,Organisation_Position,Organisation_Role_Marketing,Organisation_Role_Sales,Organisation_Role_Finance,Organisation_Role_Production,Organisation_Role_RD,Organisation_Role_IT,Organisation_Role_Support,Organisation_Role_Other,Org_Industry_IT,Org_Industry_FinancialServices,Org_Industry_Other,Org_Industry_Education,Org_Industry_Goverment,Org_Industry_Energy,Org_Industry_ProfServices,Org_Industry_Communications,Org_Industry_Retail,Org_Industry_Healthcare,Org_Industry_Manufacturing,Org_Industry_Transportation,Org_Industry_Gaming,Degree,Studies_ScienceMath,Studies_Engeneering,Studies_ICT,Studies_Commerce,Studies_SocialScience,Studies_Law,Studies_Other,Years_DataScience,Skill_Algorithms,Skill_BackEndProgramming,Skill_Bayesian,Skill_BigData,Skill_Business,Skill_ClassicalStatistics,Skill_DataManipulations,Skill_FrontEndProgramming,Skill_GraphicalModels,Skill_MachineLearning,Skill_Math,Skill_Optimization,Skill_ProductDevelopment,Skill_Science,Skill_Simulation,Skill_SpatialStatistics,Skill_StructuredData,Skill_SurveysMarketing,Skill_SystemAdministration,Skill_TemporalStatistics,Skill_UnstructuredData,Skill_Visualisation,ScientistType_Developer,ScientistType_Engineer,ScientistType_Researcher,ScientistType_Scientist,ScientistType_Statistician,ScientistType_JockOfAllTrades,ScientistType_Artist,ScientistType_Hacker,ScientistType_Leader,ScientistType_Business,ScientistType_Entrepreneur,Motivation_NeverAttended,Motivation_Socializing,Motivation_NetworkingB2B,Motivation_Networking4Employer,Motivation_Networking4Employees,Motivation_NewDevelopments,Motivation_Belgian_DS_Scene,Motivation_Contributing,Motivation_Other,BDSC_Organisation_Meetups,BDSC_Organisation_Data4Good,BDSC_Organisation_Hackathons,BDSC_Organisation_Kaggle,BDSC_Organisation_Training,BDSC_Training_Bootcamp,BDSC_Training_Coaching,BDSC_Training_Courses,BDSC_Training_CustomTraining,BDSC_Training_HandsOn
3832739543,1016,10,30,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,6,1,0,0,0,0,0,0,8,2,3,2,2,2,3,3,4,2,4,5,4,2,5,5,1,2,1,2,2,2,3,3,3,5,5,2,4,1,4,3,2,1,1,1,0,1,0,1,1,0,0,5,5,3,3,4,4,4,4,5,4
3832748027,598,10,30,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,6,1,0,0,0,0,0,0,5,5,4,2,3,2,4,4,3,4,5,3,3,3,5,4,3,4,2,3,4,5,3,4,4,5,5,3,4,2,4,4,2,3,0,1,1,0,0,1,1,1,0,4,4,4,4,2,2,4,2,2,4
3832758203,945,10,40,1,0,0,1,0,0,0,0,4,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,6,0,0,0,1,0,0,0,14,4,1,2,2,3,4,5,1,2,4,2,2,1,4,3,2,4,1,1,4,4,4,3,3,4,5,4,2,3,1,5,4,5,0,1,1,0,0,1,1,1,0,4,4,2,3,5,3,4,3,4,5
3832759273,884,10,30,1,0,0,1,0,0,0,0,4,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,5,0,1,0,0,0,0,0,3,4,4,3,4,4,3,4,2,2,3,3,4,3,4,3,4,4,2,4,3,4,5,3,5,3,3,2,3,1,3,3,3,4,1,1,1,0,0,0,0,0,0,4,3,4,4,3,3,3,3,3,3
3832760459,6815,9,30,1,0,1,0,0,0,0,0,1,0,0,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,3,1,2,1,1,3,3,2,1,2,5,3,1,5,3,1,2,1,1,4,2,2,4,3,5,5,5,4,2,2,3,2,2,0,1,1,0,0,1,1,1,1,5,4,5,4,5,2,5,4,1,4
3832762485,314,10,30,1,0,0,1,0,0,0,0,4,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,4,1,1,1,0,0,0,0,8,4,4,2,4,5,4,3,2,4,4,3,4,4,2,2,3,5,2,4,4,4,5,4,4,2,2,4,5,3,5,5,5,5,1,0,0,0,0,0,0,0,0,4,3,5,3,3,3,3,3,3,3
3832774159,471,10,30,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,5,0,0,0,0,1,0,1,1,1,1,1,1,3,2,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,0,0,3,4,3,3,4,4,4,4,3,3
3832803445,5551,9,30,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,1,0,0,0,0,2,1,2,1,2,2,2,1,1,2,3,2,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,2,1,1,0,0,0,0,0,0,0,0,4,4,3,3,4,3,4,4,3,4
3832807501,561,11,50,1,0,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,5,0,1,0,1,0,0,0,22,1,4,2,3,3,2,5,4,2,2,4,2,2,2,2,1,5,2,3,3,2,4,2,4,1,2,3,5,3,3,4,3,2,1,0,1,0,0,1,0,0,0,5,3,3,2,3,1,4,4,1,4
3832809972,937,11,20,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,1,1,0,0,1,2,2,4,2,4,4,3,2,2,3,4,4,4,4,2,2,2,4,2,3,2,3,1,2,3,3,3,3,1,4,4,4,3,1,0,0,0,0,0,0,0,0,3,3,3,3,4,3,3,3,3,3
3832815528,918,11,30,1,1,0,0,0,0,0,0,3,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,6,0,0,0,0,1,0,0,8,2,1,2,2,4,5,4,1,2,5,3,2,3,4,2,4,4,5,1,3,3,3,1,3,5,5,3,3,1,1,4,4,2,1,1,1,0,0,1,1,0,0,4,4,2,2,1,1,1,1,1,1
3832873612,711,11,40,1,0,0,0,0,1,0,0,4,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,5,1,0,0,0,0,0,0,5,4,2,4,3,2,5,4,2,3,4,5,3,2,5,3,4,5,2,5,3,4,4,2,2,3,5,4,5,5,3,2,2,1,1,0,0,0,0,0,0,0,0,4,1,2,4,4,4,5,4,2,5
3832895846,21,11,30,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3832895898,294,11,30,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,6,1,0,0,0,0,0,0,6,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1,4,4,4,4,4,5,4,1,3,4,4,1,0,0,0,0,0,0,0,0,2,2,2,5,2,5,1,1,1,1
3832906140,777,12,40,0,0,1,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,5,0,1,0,0,0,0,0,0,2,2,2,2,5,3,3,1,1,1,3,2,3,1,1,1,3,2,3,2,1,3,1,4,1,1,2,1,1,1,3,4,4,1,0,0,0,0,0,0,0,0,5,2,3,2,5,4,3,5,4,3
3832907324,752,12,30,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,4,1,0,0,0,0,0,0,0,2,1,3,1,1,4,4,1,1,1,3,2,1,3,1,1,1,2,1,1,1,1,1,1,1,5,5,1,1,1,1,2,1,0,0,0,1,0,1,1,0,0,2,3,2,4,4,2,4,4,4,4
3832939045,19,12,30,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3832946715,1211,12,30,1,0,0,0,0,1,0,0,4,1,0,0,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,5,1,1,0,0,0,0,0,7,5,5,2,3,2,3,4,5,5,4,4,4,5,5,4,3,5,2,3,2,5,5,5,5,5,5,2,5,4,3,3,2,4,1,1,0,1,1,1,1,0,0,3,3,4,3,4,3,3,4,4,4
3832948090,452,12,30,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,6,1,0,0,0,0,0,0,1,4,4,4,3,2,4,4,2,5,5,5,5,2,5,4,3,3,2,1,2,2,2,5,3,5,5,5,1,1,1,1,4,1,0,0,0,0,0,1,0,0,0,5,5,1,5,5,5,5,5,5,5
3832973926,1110,12,30,1,0,1,0,0,0,0,0,2,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,4,1,0,0,0,0,0,0,1,2,1,4,4,4,4,5,3,4,4,5,5,3,3,3,4,3,4,2,5,4,4,1,2,3,2,5,4,1,3,3,3,3,0,0,1,1,0,1,0,0,0,3,4,3,3,4,3,3,4,3,3
3832992998,894,12,40,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,1,0,0,0,0,2,4,5,3,5,4,3,4,4,4,4,3,4,4,4,2,3,5,3,2,4,4,2,5,5,4,3,3,4,3,3,4,2,2,0,1,0,0,0,1,0,1,0,4,4,5,5,4,3,4,4,4,5
3833046824,374,13,50,1,0,0,1,0,0,0,0,4,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0,0,1,0,0,0,5,1,1,1,1,5,3,1,1,1,1,4,2,5,1,1,1,2,3,1,1,1,1,1,1,1,1,1,1,1,1,2,5,4,1,0,0,0,0,0,0,0,0,5,4,4,3,2,1,1,1,1,1
3833047153,490,13,30,1,0,1,0,0,0,0,0,3,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,4,0,1,0,0,0,0,0,2,4,5,2,3,2,3,4,4,3,3,4,4,3,2,3,1,5,1,5,2,3,4,5,5,2,3,2,5,3,4,3,2,2,0,1,0,1,1,1,1,0,0,4,3,3,3,5,4,2,5,4,4
3833153688,917,13,30,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0,1,0,0,0,0,1,4,3,2,2,2,4,3,3,2,4,3,3,2,2,3,1,4,1,2,2,3,3,4,4,3,4,3,1,1,1,3,4,2,0,1,1,1,0,1,1,1,0,5,4,5,4,1,1,1,1,1,1
3833160425,475,13,40,1,0,0,1,0,0,0,0,3,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,1,0,0,0,0,1,4,4,2,3,4,3,3,2,2,3,3,2,5,2,2,2,4,1,3,1,3,2,3,3,3,3,2,5,2,5,4,3,4,0,1,1,0,0,1,1,0,0,5,4,5,4,3,5,2,3,3,5
3833165993,834,13,30,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,4,1,1,0,0,1,0,0,3,3,2,1,3,3,4,4,3,2,4,3,2,3,4,3,1,2,4,4,4,3,2,2,3,5,4,3,1,1,1,4,4,3,1,1,1,1,0,1,1,1,0,4,4,4,4,4,4,4,3,4,4
3833305669,1296,14,50,1,0,0,1,0,0,0,0,3,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,5,0,1,0,0,0,0,0,3,2,2,1,2,4,2,2,2,2,1,2,3,4,2,3,1,2,4,2,3,2,3,1,4,1,1,1,3,2,2,3,5,5,0,1,1,0,0,1,0,1,0,4,4,3,4,4,4,4,4,4,4
3833307451,549,14,40,1,0,1,0,0,0,0,0,2,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,1,0,0,0,18,2,1,1,4,4,1,1,1,1,1,1,1,2,1,1,1,1,3,1,1,1,1,1,1,1,1,1,3,2,1,1,4,3,1,1,1,0,0,1,0,0,0,4,4,3,4,4,4,4,4,4,4
3833377895,952,15,30,1,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,1,1,0,0,0,3,2,2,3,2,3,4,4,2,3,4,4,3,2,3,2,2,4,3,2,4,3,3,4,3,3,3,4,4,3,1,3,4,4,1,0,0,0,0,0,0,0,0,5,4,4,4,4,3,3,4,3,4
3833487707,534,15,40,1,0,1,0,0,0,0,0,2,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,4,1,0,0,0,0,0,0,5,5,5,2,4,3,2,2,3,2,2,3,3,4,4,2,2,4,2,3,2,4,2,4,3,2,2,1,5,1,2,4,1,1,1,1,0,0,0,1,0,0,0,3,3,3,3,3,3,3,3,3,3
3833488400,1416,15,40,1,0,0,0,0,1,0,0,4,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,5,0,0,0,0,1,1,0,1,2,1,2,2,2,2,1,1,2,1,2,3,3,2,1,1,1,1,1,2,1,2,3,2,4,3,3,3,4,1,3,4,5,1,1,0,0,0,1,1,0,0,5,5,4,3,5,5,5,5,3,3
3833517451,456,15,50,1,0,0,1,0,0,0,0,3,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,1,0,0,0,2,1,1,1,2,5,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5,4,0,0,1,0,1,0,1,0,0,4,3,3,3,3,3,3,3,3,3
3833527152,836,15,30,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,4,0,1,0,0,0,0,0,1,4,4,3,5,3,3,3,2,2,5,5,4,2,2,2,2,4,2,4,3,5,2,2,5,1,4,2,2,1,2,4,1,1,1,0,0,0,0,0,0,0,0,5,1,3,1,4,4,5,1,4,4
3833539546,518,15,30,1,0,1,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,6,1,1,1,0,0,0,0,1,3,3,3,3,2,2,4,4,3,4,3,3,1,5,3,3,4,2,2,3,4,3,3,4,4,4,3,1,2,1,3,1,2,0,0,0,0,0,1,1,0,0,5,3,4,3,4,3,3,4,2,5
3833947547,510,18,30,1,0,1,0,0,0,0,0,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,4,0,0,0,1,0,0,0,0,3,1,3,2,4,5,4,3,1,2,4,4,4,3,3,1,3,4,1,4,2,1,2,2,2,2,4,2,2,2,3,4,4,0,1,0,1,0,1,1,0,0,4,4,4,4,5,4,4,4,2,4
3834040767,1554,18,50,1,0,0,0,0,0,1,0,2,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,5,0,0,0,1,0,0,0,0,1,1,1,1,5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5,3,0,0,1,0,0,0,0,0,0,3,5,5,3,3,3,3,3,3,3
3834094957,28497,11,30,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,4,0,1,0,0,0,0,0,1,2,2,1,3,3,3,2,2,2,2,3,2,3,1,1,1,2,1,1,1,2,2,2,2,1,2,2,3,1,1,5,4,3,0,0,1,1,1,1,1,0,0,5,5,4,4,2,1,3,3,1,2
3834130857,1432,19,30,0,0,0,0,0,1,0,0,4,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,3,1,0,0,0,0,0,0,3,4,1,1,1,5,4,1,1,1,3,4,1,5,5,1,1,1,3,1,1,1,2,1,1,4,2,1,1,2,1,1,5,5,0,0,1,0,0,1,1,0,0,5,4,3,2,5,4,4,4,2,4
3834133572,741,19,40,1,0,0,1,0,0,0,0,3,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0,0,0,0,0,1,6,3,2,2,2,5,3,2,2,2,3,3,4,5,2,2,2,4,3,1,2,4,5,2,3,4,4,4,5,3,2,5,5,5,1,1,1,0,0,1,1,1,0,5,4,3,3,4,2,4,4,2,4
3834312799,24,20,30,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3834327410,1325,20,30,1,0,1,0,0,0,0,0,4,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,4,1,0,0,0,0,0,0,7,2,4,1,3,1,3,4,4,1,3,2,1,3,4,1,2,4,2,3,2,3,5,4,2,3,4,2,5,2,5,3,3,4,1,0,0,0,0,0,0,0,0,4,3,2,2,4,4,2,4,1,4
3834503847,352,22,30,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,4,1,0,0,1,0,0,0,4,2,1,2,1,4,4,3,1,2,3,4,1,3,1,1,1,4,4,1,4,1,3,1,2,2,2,3,2,2,1,4,4,1,1,1,0,1,0,1,1,0,0,3,2,2,4,4,4,4,4,2,4
3835214894,1619,7,40,1,0,0,1,0,0,0,0,4,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,6,0,1,0,0,0,0,0,16,3,2,2,3,5,4,3,3,3,5,4,4,3,4,4,4,5,4,1,3,3,5,3,5,3,4,4,3,3,1,5,5,4,1,1,1,0,0,1,0,1,0,5,4,1,4,4,2,4,5,2,4
3835218221,552,7,50,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,4,0,1,0,0,0,0,0,20,3,4,1,3,1,3,4,3,2,2,2,2,3,2,2,2,4,2,4,2,3,2,5,5,2,2,3,5,2,3,2,1,2,1,0,0,0,0,0,0,0,0,4,3,4,4,3,3,3,3,3,3
3835222025,894,8,40,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,5,0,1,0,0,0,0,0,2,1,1,2,3,1,2,2,2,1,2,3,2,3,2,1,1,4,1,4,2,3,2,2,4,2,2,3,2,3,1,3,2,2,0,1,0,0,0,1,1,0,0,5,4,3,3,5,3,5,5,3,4
3835252434,630,8,50,1,0,0,0,0,1,0,0,4,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,4,0,1,0,0,0,0,0,5,4,4,2,3,3,3,5,5,2,2,4,3,4,3,3,2,5,2,4,3,3,4,5,5,3,4,3,5,2,5,5,4,5,0,1,1,0,0,1,1,1,0,4,3,4,4,3,3,4,2,2,4
3835254692,552,8,30,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,1,4,3,1,3,2,3,3,5,3,4,4,3,3,1,1,1,2,1,3,1,1,2,2,3,2,4,4,5,2,2,1,3,2,2,0,0,0,1,0,1,0,0,0,5,5,2,2,5,4,4,4,4,4
3835303166,837,9,30,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,1,0,0,9,1,1,1,2,1,5,5,1,2,5,2,1,1,3,1,2,5,3,1,2,5,5,1,1,2,2,4,3,2,1,5,4,2,1,0,0,0,0,0,0,0,0,5,5,5,5,5,1,5,5,5,5
3835324290,1288,9,40,1,0,0,0,0,1,0,0,4,1,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,1,0,0,0,0,10,4,5,2,2,4,2,2,4,3,2,3,2,4,2,1,2,5,5,4,2,2,3,4,4,2,1,2,1,1,2,4,3,4,0,0,1,1,0,1,1,0,0,3,3,5,4,5,4,5,4,3,4
3835376290,32920,10,50,1,0,0,0,0,1,0,0,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,5,0,1,0,1,0,0,0,20,1,1,4,1,5,2,1,2,1,1,4,3,5,5,3,1,3,5,1,4,3,3,2,3,1,2,3,2,4,1,5,5,5,0,0,1,1,0,1,0,1,0,5,4,3,3,4,2,4,4,2,4
3835411366,559,10,30,1,1,0,0,0,0,0,0,3,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,6,0,0,1,0,0,0,0,9,3,3,2,3,1,3,2,4,2,3,3,2,3,5,3,2,4,2,1,1,3,5,3,3,5,5,2,4,4,3,2,1,1,1,1,1,0,0,0,1,1,1,4,3,3,3,5,3,4,5,2,4
3835457170,589,11,50,1,0,1,0,0,0,0,0,4,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,6,0,1,0,0,0,0,0,21,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,3,5,5,5,5,5,1,1,5,5,5,1,0,0,0,0,0,0,0,0,5,5,5,1,1,1,1,1,1,1
3835493200,274,11,30,1,1,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,6,0,0,0,1,0,0,0,9,1,1,1,2,4,4,5,3,1,5,3,3,1,5,2,1,2,4,2,3,3,2,4,2,5,5,3,5,3,4,2,3,3,0,1,1,0,0,1,1,0,0,3,2,2,2,4,4,3,4,2,2
3835533014,18,11,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3835593717,3222,12,40,1,0,0,1,0,0,0,0,3,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,1,0,0,0,10,2,1,1,4,5,2,3,1,2,3,1,1,2,3,3,4,2,5,1,2,3,2,1,2,3,1,2,2,1,2,2,5,5,0,1,1,1,0,1,1,0,0,5,5,3,5,4,5,5,5,4,5
3835619251,89,12,40,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,6,1,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3835648231,511,12,30,1,0,0,1,0,0,0,0,3,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,1,0,0,0,0,8,5,3,4,3,2,5,4,2,5,5,5,5,3,5,3,2,4,4,2,3,5,3,3,5,5,5,4,3,5,3,5,2,1,0,1,1,0,0,0,1,1,0,4,5,3,4,4,3,3,4,5,3
3835702740,892,13,30,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,1,4,3,2,2,2,2,3,5,4,3,5,4,2,1,3,2,1,1,3,1,4,1,2,3,2,4,4,5,2,2,1,2,3,2,0,1,0,1,0,1,1,0,0,5,4,3,2,4,3,3,4,4,3
3835706991,4758,12,20,1,0,0,0,0,1,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,4,0,0,0,1,0,0,0,1,1,1,1,1,4,4,3,1,2,2,3,3,3,2,2,1,1,2,1,4,1,2,1,1,3,2,2,2,1,3,3,5,5,1,1,1,1,1,1,1,1,0,3,4,5,5,4,4,5,3,2,5
3835738671,874,13,50,1,0,1,0,0,0,0,0,3,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,6,1,0,0,0,0,0,0,15,3,3,2,2,4,5,4,1,3,5,4,1,1,3,1,1,3,4,1,3,2,3,1,1,5,5,5,1,5,1,3,1,1,1,1,0,0,0,1,0,0,0,5,5,3,3,4,1,4,5,4,5
3835778424,958,13,30,0,0,0,1,0,0,0,0,3,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,1,1,1,1,1,1,3,1,1,1,1,1,1,1,3,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,2,1,1,4,1,1,0,0,0,0,0,1,0,0,4,3,3,3,3,5,4,4,4,4
3835801779,1584,13,50,1,0,1,0,0,0,0,0,4,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,4,0,0,0,1,0,0,0,15,2,2,1,2,5,2,1,3,2,2,2,2,5,1,2,2,3,5,3,3,3,3,2,1,2,1,2,2,2,4,4,5,5,0,1,1,1,1,1,1,1,0,5,4,4,4,3,4,4,3,3,4
3835973532,671,14,40,1,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,1,12,3,1,4,1,5,4,3,2,2,2,4,3,4,3,4,4,2,2,1,3,1,2,3,3,3,4,5,2,3,1,4,4,2,0,1,1,0,1,1,1,0,0,5,4,4,4,5,3,3,4,5,4
3835980539,820,14,30,0,0,0,1,0,0,0,0,3,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,1,0,0,0,1,3,1,1,1,5,3,1,1,1,2,1,1,5,1,1,1,1,5,1,1,1,2,1,1,1,1,4,1,3,1,1,5,1,0,0,0,0,0,1,0,0,0,3,3,3,3,3,3,3,3,3,3
3835992902,635,14,40,1,0,0,1,0,0,0,0,4,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,4,0,0,0,0,0,0,1,2,2,2,2,3,4,2,2,2,2,2,2,2,2,2,2,2,4,3,3,2,3,4,1,1,1,1,1,1,1,1,2,2,2,0,1,1,0,1,0,1,1,0,5,4,4,3,3,3,3,3,3,3
3835994392,93,14,40,1,0,1,0,0,0,0,0,3,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,4,0,0,0,0,1,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3836031127,112004,8,50,1,0,0,1,0,0,0,0,3,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,4,0,1,1,0,0,0,0,1,1,1,1,3,4,1,1,1,1,1,1,1,2,1,1,1,2,1,1,1,1,1,1,5,1,1,1,1,1,1,3,3,4,1,0,1,1,0,1,1,1,0,4,3,3,3,4,4,4,3,4,5
